country;region_code;region;year;sector;va;va_q05;emp;va_q10;va_q91
GHA;SSA;Sub-saharan Africa;1963;Community, social and personal services;1,82020395391562e-03;3,67145726331845e+01;5,08227231792200e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1963;Summation of sector GDP;1,63413433601948e-01;4,42737893539645e+03;2,74199585273492e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1964;Agriculture;5,07620147395742e-02;1,41812124724586e+03;1,64374965748593e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1964;Mining;7,24445406252671e-03;2,53072135417163e+02;3,88053724918023e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1964;Manufacturing;2,47650637981929e-02;5,61139768171883e+02;2,61553677666155e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1964;Utilities;1,10686630370385e-03;1,22439173427924e+01;8,88035548648563e+00;NA;NA
GHA;SSA;Sub-saharan Africa;1964;Construction;2,26628561895600e-02;5,43410934903902e+02;8,70139931716248e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1964;Trade, restaurants and hotels;1,28553604072636e-02;5,38942834149264e+02;4,06888666520031e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1964;Transport, storage and communication;2,77077958899664e-02;3,83978181892137e+02;7,25636563164636e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1964;Finance, insurance, real estate and business services;7,92377259313214e-03;5,84795752788190e+01;8,18007880130904e+00;NA;NA
GHA;SSA;Sub-saharan Africa;1964;Government services;2,62765561161805e-02;2,24197913830520e+02;1,25733455883683e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1964;Community, social and personal services;2,04471586544992e-03;3,40009138467044e+01;4,74096902456466e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1964;Summation of sector GDP;1,83349455965550e-01;4,02758742207904e+03;2,70077860406913e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1965;Agriculture;5,93657460513664e-02;1,35341257133658e+03;1,66683702491047e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1965;Mining;8,47232763244649e-03;2,45532535078740e+02;3,57761942531758e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1965;Manufacturing;2,89625322385646e-02;5,58225154832554e+02;2,53276641151934e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1965;Utilities;1,29447076195874e-03;1,18791429151804e+01;7,68844238449171e+00;NA;NA
GHA;SSA;Sub-saharan Africa;1965;Construction;2,65040182555871e-02;5,40588406811180e+02;8,56499115732256e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1965;Trade, restaurants and hotels;1,50342350525625e-02;5,59442630560539e+02;4,23484247011669e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1965;Transport, storage and communication;3,24040324814861e-02;3,81983762686027e+02;7,29824774916024e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1965;Finance, insurance, real estate and business services;9,49945741827755e-03;5,96365185566150e+01;8,36516781870726e+00;NA;NA
GHA;SSA;Sub-saharan Africa;1965;Government services;3,07302096951942e-02;2,23033408537251e+02;1,32197775292677e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1965;Community, social and personal services;2,39127787654312e-03;3,38243098655433e+01;4,75075403556326e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1965;Summation of sector GDP;2,14658307463987e-01;3,96755844118021e+03;2,73376542224359e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1966;Agriculture;6,52040231341902e-02;1,44097018108522e+03;1,69024866710044e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1966;Mining;9,84038053626930e-03;2,62033432983228e+02;3,62810096193115e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1966;Manufacturing;3,14218069058392e-02;5,74981168240348e+02;2,53942452136182e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1966;Utilities;1,88102782597130e-03;1,58608548002779e+01;9,16058357098023e+00;NA;NA
GHA;SSA;Sub-saharan Africa;1966;Construction;2,21418359093213e-02;4,28763913821283e+02;6,72168076910913e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1966;Trade, restaurants and hotels;1,57466010109759e-02;5,64086825581721e+02;4,28130798133675e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1966;Transport, storage and communication;3,02404855479726e-02;3,38441956034360e+02;6,53760964832255e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1966;Finance, insurance, real estate and business services;1,02998216094743e-02;6,13893136395962e+01;9,08176658603629e+00;NA;NA
GHA;SSA;Sub-saharan Africa;1966;Government services;3,24465871303504e-02;2,23574883573896e+02;1,40059373005076e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1966;Community, social and personal services;2,63040566419743e-03;3,53241094907398e+01;4,99760465664133e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1966;Summation of sector GDP;2,21852975274562e-01;3,94542663925067e+03;2,74947360089243e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1967;Agriculture;6,00409209521012e-02;1,55340724643569e+03;1,71398913867314e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1967;Mining;1,02963981708769e-02;2,91290419499525e+02;3,83253759256151e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1967;Manufacturing;3,64623037445508e-02;7,10750853800897e+02;3,05558965352436e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1967;Utilities;2,34622825605022e-03;2,10183049496272e+01;1,08327204374403e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1967;Construction;2,22621719740459e-02;4,59222281581560e+02;7,12331374693394e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1967;Trade, restaurants and hotels;1,48768518757037e-02;5,21260004499358e+02;3,96673993413168e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1967;Transport, storage and communication;2,93062266448645e-02;3,49386532325793e+02;6,82341898848601e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1967;Finance, insurance, real estate and business services;1,13064939020982e-02;7,17863459854308e+01;1,06648817457920e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1967;Government services;3,73605992392223e-02;2,74232323968742e+02;1,81569437524046e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1967;Community, social and personal services;2,92931539876532e-03;4,19049614812938e+01;5,97190918556328e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1967;Summation of sector GDP;2,27187510158279e-01;4,29425927452792e+03;2,85680093228147e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1968;Agriculture;7,05259899988051e-02;1,64848128308989e+03;1,73806305821801e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1968;Mining;1,01043907457790e-02;2,69717061763569e+02;3,37214474265459e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1968;Manufacturing;4,34539606498604e-02;7,70530912666274e+02;3,22450949547252e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1968;Utilities;3,39798575014170e-03;2,87214523261158e+01;1,32095960762280e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1968;Construction;2,19312477960533e-02;4,11534429829878e+02;6,31632926695294e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1968;Trade, restaurants and hotels;1,66660500968351e-02;4,87812322370244e+02;3,72203885698501e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1968;Transport, storage and communication;3,07813722813510e-02;3,33827145077597e+02;6,59141441652886e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1968;Finance, insurance, real estate and business services;1,08210078149642e-02;6,24984173882814e+01;1,01412379166060e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1968;Government services;4,71180873979871e-02;3,14615328731414e+02;2,20160256333948e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1968;Community, social and personal services;3,10866123950606e-03;4,04538745991898e+01;5,80717543872712e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1968;Summation of sector GDP;2,57908753771283e-01;4,36819222784246e+03;2,89709962243918e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1969;Agriculture;9,11883277698193e-02;1,76266582360520e+03;1,76247510919509e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1969;Mining;9,60037125489688e-03;2,56903899684539e+02;3,05215123726573e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1969;Manufacturing;5,04862667232242e-02;8,99192996773786e+02;3,66287806909514e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1969;Utilities;3,66092512366457e-03;3,12858677123762e+01;1,28402843315791e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1969;Construction;2,29541043462122e-02;4,09840872505475e+02;6,22405352715988e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1969;Trade, restaurants and hotels;2,05012296171306e-02;5,32180938172309e+02;4,07132959456772e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1969;Transport, storage and communication;3,92880454517563e-02;3,89287245857262e+02;7,77120265135186e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1969;Finance, insurance, real estate and business services;1,19365359353274e-02;5,81388165516941e+01;9,04063698890920e+00;NA;NA
GHA;SSA;Sub-saharan Africa;1969;Government services;4,50255176482761e-02;2,89025359378510e+02;2,13761718899230e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1969;Community, social and personal services;6,93470584197505e-03;6,84604031678596e+01;9,89922849360712e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1969;Summation of sector GDP;3,01576029712283e-01;4,69698222340901e+03;3,04100487487494e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1970;Agriculture;1,05247852173354e-01;1,89634528567190e+03;1,78723004084620e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1970;Mining;8,95234619519134e-03;2,74842326595181e+02;3,10281965833168e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1970;Manufacturing;5,03236700510077e-02;9,54333889962719e+02;3,78412823804526e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1970;Utilities;4,69245651210044e-03;3,35083610471352e+01;1,22722139251815e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1970;Construction;2,82188071779122e-02;5,00163929806957e+02;7,51570776935310e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1970;Trade, restaurants and hotels;2,32678601998061e-02;5,64911884255799e+02;4,33317740384204e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1970;Transport, storage and communication;4,76472040585129e-02;4,22883268444943e+02;8,53492386436898e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1970;Finance, insurance, real estate and business services;1,36193866224993e-02;6,24167766094585e+01;9,39722368232174e+00;NA;NA
GHA;SSA;Sub-saharan Africa;1970;Government services;4,73296955749242e-02;2,81489662881949e+02;2,20034800391205e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1970;Community, social and personal services;7,29339752345652e-03;6,92383622947671e+01;1,00847644045824e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1970;Summation of sector GDP;3,36592676088765e-01;5,06013374757081e+03;3,13304700000000e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1971;Agriculture;1,09606701900156e-01;1,99474822302656e+03;1,86393893697988e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1971;Mining;9,74437682372033e-03;2,81248907634695e+02;3,33150771661221e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1971;Manufacturing;5,59129306584500e-02;8,95589016826797e+02;3,83177626908198e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1971;Utilities;4,75313482906726e-03;3,52179713046421e+01;1,24686620702881e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1971;Construction;3,54690550775677e-02;6,24358133596495e+02;9,60998520922089e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1971;Trade, restaurants and hotels;2,69705065185363e-02;5,99582441959052e+02;4,89327293880134e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1971;Transport, storage and communication;5,51212752833777e-02;4,79943179824021e+02;9,64211332872349e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1971;Finance, insurance, real estate and business services;1,51953329996173e-02;5,84638763291995e+01;1,01258471110323e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1971;Government services;5,09975706418334e-02;2,94049157042884e+02;2,25347688337615e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1971;Community, social and personal services;9,80423929382680e-03;8,24636674521945e+01;1,17599052935924e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1971;Summation of sector GDP;3,73575124026153e-01;5,34566457499654e+03;3,32782117076864e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1972;Agriculture;1,30388188183065e-01;2,07644122762288e+03;1,94394022111710e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1972;Mining;1,52165884390116e-02;2,92140095401870e+02;3,63093276583606e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1972;Manufacturing;6,21729025387853e-02;8,13778672030144e+02;3,75684756270143e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1972;Utilities;5,17788304783497e-03;4,95786974677000e+01;1,69682252523638e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1972;Construction;3,12873768283888e-02;4,81534799238527e+02;7,59185758092194e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1972;Trade, restaurants and hotels;2,82130052832109e-02;5,65154335708269e+02;4,90729734130422e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1972;Transport, storage and communication;6,10218578293236e-02;4,95941285818156e+02;9,91781330926194e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1972;Finance, insurance, real estate and business services;2,11553797483523e-02;6,76161236357787e+01;1,08209557730210e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1972;Government services;5,78630803824582e-02;2,83687574360112e+02;2,13146265779208e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1972;Community, social and personal services;1,27933366395057e-02;9,56889726096220e+01;1,33605789942820e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1972;Summation of sector GDP;4,25289598919936e-01;5,22156178389305e+03;3,39630198482528e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1973;Agriculture;1,70253294454387e-01;2,08897367719163e+03;2,02737520436143e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1973;Mining;1,95607564318524e-02;2,62029164516151e+02;3,41706888327200e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1973;Manufacturing;8,31885224227683e-02;9,88932097453815e+02;4,92617264884155e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1973;Utilities;5,96670116840358e-03;7,31713190212951e+01;2,42085055629631e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1973;Construction;3,93799771811163e-02;5,63954589026129e+02;9,10743202218841e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1973;Trade, restaurants and hotels;3,60158975253673e-02;6,15341786369621e+02;5,68481705679234e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1973;Transport, storage and communication;6,23494889021614e-02;5,21538255408770e+02;1,03818582141994e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1973;Finance, insurance, real estate and business services;2,89965945784720e-02;8,50723928827261e+01;1,13804138030043e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1973;Government services;5,87800491491855e-02;2,82745612298042e+02;2,08275187712722e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1973;Community, social and personal services;1,70378548703697e-02;1,10470196020864e+02;1,51018697691405e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1973;Summation of sector GDP;5,21529136684084e-01;5,59222909018904e+03;3,71242057089151e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1974;Agriculture;2,36619015579547e-01;2,27313120165221e+03;2,11439126296669e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1974;Mining;2,40009281372422e-02;2,28272068694746e+02;3,12344553476006e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1974;Manufacturing;1,01988762647801e-01;9,32654781505310e+02;5,01291063379586e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1974;Utilities;6,14873611930403e-03;6,05374222118629e+01;1,93614023031789e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1974;Construction;6,41391224981971e-02;6,99163577451028e+02;1,15654364931951e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1974;Trade, restaurants and hotels;4,89296013528851e-02;6,59367621361260e+02;6,48115604317796e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1974;Transport, storage and communication;8,03462656672963e-02;6,09660236495080e+02;1,20803648745593e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1974;Finance, insurance, real estate and business services;2,96729057749034e-02;9,62392835841395e+01;1,24668219338242e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1974;Government services;7,79893692111394e-02;2,99557513569818e+02;2,16334668970423e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1974;Community, social and personal services;1,96682605345672e-02;1,12584458145666e+02;1,50690629413395e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1974;Summation of sector GDP;6,89502967522884e-01;5,97116816467112e+03;3,93034392231004e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1975;Agriculture;2,50043081252979e-01;1,82010947350506e+03;2,20514209865659e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1975;Mining;2,50809699034181e-02;2,15098567886393e+02;3,08813119732466e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1975;Manufacturing;1,49568613855156e-01;1,01755471269052e+03;5,90136799378717e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1975;Utilities;6,59371044372735e-03;5,72034772204849e+01;1,76856531186001e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1975;Construction;7,08779421227732e-02;5,50176816457789e+02;9,32216847019936e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1975;Trade, restaurants and hotels;5,32120804284635e-02;5,45988347463874e+02;5,70995927067315e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1975;Transport, storage and communication;1,01293333705404e-01;6,17453336863256e+02;1,21786621231975e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1975;Finance, insurance, real estate and business services;4,36326411394765e-02;1,08419783568804e+02;1,10630025566079e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1975;Government services;1,01807045126389e-01;3,67654204579737e+02;2,60309302916422e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1975;Community, social and personal services;3,30594166432087e-02;1,46148369376885e+02;1,91524345901000e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1975;Summation of sector GDP;8,35168834620995e-01;5,44580708961281e+03;4,09274674750246e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1976;Agriculture;3,27668336752156e-01;1,78997066357568e+03;2,28706028809658e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1976;Mining;2,09768111919497e-02;2,06041786080650e+02;3,10377757494025e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1976;Manufacturing;1,74283308032064e-01;9,72892371040973e+02;6,08815373388713e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1976;Utilities;9,62762629206815e-03;6,47487211483403e+01;1,93515455825861e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1976;Construction;7,87599543622327e-02;5,58817114509121e+02;9,69875053117120e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1976;Trade, restaurants and hotels;7,09135461625275e-02;5,05702158687741e+02;5,62690029032446e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1976;Transport, storage and communication;1,27305068428782e-01;5,03254443006508e+02;9,88066820456646e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1976;Finance, insurance, real estate and business services;4,30247083541838e-02;9,99701109221187e+01;1,23429474530747e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1976;Government services;1,09683571712380e-01;3,72324177155230e+02;2,58449464349454e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1976;Community, social and personal services;4,45973323975292e-02;1,26062879191273e+02;1,61748195494663e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1976;Summation of sector GDP;1,00684026368587e+00;5,19978442531764e+03;4,13728980650430e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1977;Agriculture;6,22987852524993e-01;1,70757679470399e+03;2,37202163278957e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1977;Mining;2,14808306828318e-02;2,00072543526865e+02;3,16227649228467e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1977;Manufacturing;2,44647017933756e-01;1,00054707175277e+03;6,75591572468367e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1977;Utilities;1,06996098918152e-02;6,43977795703005e+01;1,86054913575242e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1977;Construction;1,27044800332967e-01;6,30975279316191e+02;1,12173394841320e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1977;Trade, restaurants and hotels;1,07161376790634e-01;5,15646217942609e+02;6,10451301823999e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1977;Transport, storage and communication;1,62561049140809e-01;5,71893673172375e+02;1,11767940445994e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1977;Finance, insurance, real estate and business services;5,59117253397900e-02;9,72931850209840e+01;1,44970215429378e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1977;Government services;2,11420080779790e-01;4,90771663388194e+02;3,33993583147224e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1977;Community, social and personal services;5,75102329308621e-02;1,35577058752879e+02;1,70318035457035e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1977;Summation of sector GDP;1,62142457634825e+00;5,41475126714716e+03;4,45104273879682e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1978;Agriculture;1,26510897025169e+00;2,01568649908997e+03;2,46013918203458e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1978;Mining;2,86091063395927e-02;1,72902198109636e+02;2,86741083467927e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1978;Manufacturing;3,68545682162731e-01;9,69435533451998e+02;7,06303759547302e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1978;Utilities;1,50279965021148e-02;5,68525356424451e+01;1,58783685629682e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1978;Construction;1,55534363656510e-01;5,18884926217830e+02;9,44887279817706e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1978;Trade, restaurants and hotels;2,30756870575364e-01;4,99497745648379e+02;6,29154772854344e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1978;Transport, storage and communication;2,71721826240807e-01;5,41021006329212e+02;1,05249330589160e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1978;Finance, insurance, real estate and business services;7,18019998327392e-02;9,92300820932222e+01;1,65914813252381e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1978;Government services;3,64671424921547e-01;6,03190639569157e+02;4,02455144483605e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1978;Community, social and personal services;7,91512977135773e-02;1,27384293019274e+02;1,56679624095365e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1978;Summation of sector GDP;2,85092953819667e+00;5,60408545917112e+03;4,61561449982112e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1979;Agriculture;1,68043089558747e+00;2,09172013948735e+03;2,55153018476653e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1979;Mining;5,71702108229109e-02;1,50466079545410e+02;2,61821359735084e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1979;Manufacturing;4,97444194062364e-01;8,06549346259521e+02;6,34058622514363e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1979;Utilities;2,46960750054941e-02;6,68543706165790e+01;1,80497683445363e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1979;Construction;1,98103246552827e-01;4,61438620254920e+02;8,60704982573374e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1979;Trade, restaurants and hotels;3,30852571057548e-01;5,17261065172032e+02;6,93199959144881e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1979;Transport, storage and communication;3,72965988424995e-01;5,72792877061011e+02;1,10919034683344e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1979;Finance, insurance, real estate and business services;1,10895144595247e-01;9,33473003247526e+01;1,72505371102313e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1979;Government services;4,51618873623022e-01;5,07923199029096e+02;3,32250149513957e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1979;Community, social and personal services;8,42327632012315e-02;7,47920226648436e+01;9,00687482191702e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1979;Summation of sector GDP;3,80840996293311e+00;5,34314502041552e+03;4,55957963852786e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1980;Agriculture;2,46447774906566e+00;2,13718131801393e+03;2,64631624556728e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1980;Mining;1,10836286137784e-01;1,45731852692408e+02;2,66071290405759e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1980;Manufacturing;6,80019932377469e-01;7,94934371960567e+02;6,74303836574572e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1980;Utilities;4,51851200346224e-02;7,54524392785537e+01;1,96925021192466e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1980;Construction;3,17235950630154e-01;4,81287953616088e+02;9,19553067623665e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1980;Trade, restaurants and hotels;6,06952363218437e-01;4,72640286464290e+02;6,73913646976624e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1980;Transport, storage and communication;5,55785704306885e-01;4,96960015786058e+02;9,57928685726404e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1980;Finance, insurance, real estate and business services;1,42820274402746e-01;1,00423180033146e+02;1,87625063358647e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1980;Government services;7,37430984606022e-01;5,17093326995519e+02;3,31619694494055e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1980;Community, social and personal services;1,22851900907403e-01;9,19704024288536e+01;1,08439908906726e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1980;Summation of sector GDP;5,78359626568719e+00;5,31367514726941e+03;4,68740364534995e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1981;Agriculture;3,82794381588615e+00;2,08239662274661e+03;2,78849223837763e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1981;Mining;8,84914220420120e-02;1,35028383285621e+02;2,58669759172443e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1981;Manufacturing;8,81578832173852e-01;6,41727330017219e+02;5,87355143246739e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1981;Utilities;9,21299112612824e-02;8,44014495185682e+01;2,12942971553837e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1981;Construction;4,48522597244663e-01;4,06327529981559e+02;7,95205697362696e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1981;Trade, restaurants and hotels;1,57996142916020e+00;4,63546146803855e+02;7,03220083112608e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1981;Transport, storage and communication;1,14530307216809e+00;5,30530294295128e+02;1,01794702389389e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1981;Finance, insurance, real estate and business services;2,10472667311828e-01;1,05433715267197e+02;2,05264115762523e+01;NA;NA
GHA;SSA;Sub-saharan Africa;1981;Government services;9,74620238932815e-01;5,51905849831014e+02;3,47008908909323e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1981;Community, social and personal services;2,28426819156782e-01;1,05977389005662e+02;1,22342255107429e+02;NA;NA
GHA;SSA;Sub-saharan Africa;1981;Summation of sector GDP;9,47745080533768e+00;5,10727471075243e+03;4,79742158552827e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1982;Agriculture;4,92202502635614e+00;1,96870753876839e+03;2,95366113825962e+03;NA;NA
GHA;SSA;Sub-saharan Africa;1982;Mining;6,84026451911403e-02;1,24736585779095e+02;2,50721458032218e+01;NA;NA
